timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1594201047182,35,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,35
1594201047182,35,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-4,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,35
1594201047182,35,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,35
1594201047225,3,pma/1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/1,0,0,2
1594201047226,2,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-4,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,2
1594201047226,7,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,7
1594201047229,5,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,5
1594201050340,7,id,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-1,text,false,,2715,0,5,5,http://192.168.0.103:8000/id,0,0,6
1594201064084,6,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,6
1594201064094,3,pma/4,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/4,0,0,3
1594201064099,3,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,3
1594201069430,7,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,7
1594201070865,10,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,9
1594201070876,6,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,6
1594201072502,9,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-4,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,9
1594201072516,5,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-4,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,5
1594201072523,5,pd,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-4,text,false,,2715,0,5,5,http://192.168.0.103:8000/pd,0,0,5
1594201082514,8,wpm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/wpm?code=CN,0,0,8
1594201083376,6,cc,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/cc,0,0,6
1594201083384,4,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,4
1594201083390,9,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,9
1594201083400,4,id,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/id,0,0,4
1594201084051,5,mas/CN,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/mas/CN,0,0,5
1594201084910,6,pd,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/pd,0,0,6
1594201084919,4,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,3
1594201084924,2,pma/1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/1,0,0,2
1594201094445,6,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,6
1594201095662,6,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-1,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,6
1594201095866,6,wpm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/wpm?code=CN,0,0,5
1594201105428,8,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,7
1594201105438,3,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,3
1594201105443,6,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,6
1594201105450,2,pma/23,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/23,0,0,2
1594201115651,8,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,8
1594201126044,9,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,9
1594201126054,3,pma/7,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-5,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/7,0,0,3
1594201134609,5,pma/7,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/7,0,0,5
1594201148018,6,pma/4,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-3,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/4,0,0,6
1594201150683,7,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,7
1594201150692,5,wpm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/wpm?code=CN,0,0,5
1594201150699,5,u,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/u,0,0,5
1594201152057,6,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,6
1594201152066,4,r/XX,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/r/XX,0,0,4
1594201152071,3,cc,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/cc,0,0,3
1594201152074,4,upm,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/upm,0,0,4
1594201152079,3,pma/4,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/pma/4,0,0,3
1594201152083,3,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-2,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,3
1594201153385,6,cc,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-1,text,false,,2715,0,5,5,http://192.168.0.103:8000/cc,0,0,5
1594201153393,4,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-1,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,3
1594201153399,3,uu,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 192.168.0.103:8000 [/192.168.0.103] failed: Connection refused (Connection refused),ipokemon 1-1,text,false,,2715,0,5,5,http://192.168.0.103:8000/uu,0,0,3
